Timestamp,Value (°C)
05-Feb-21 10:45:00 AM CET, -3.2
05-Feb-21 11:00:00 AM CET, -3.0
05-Feb-21 11:15:00 AM CET, -2.7
05-Feb-21 11:30:01 AM CET, -2.4
05-Feb-21 11:45:00 AM CET, -2.1
05-Feb-21 12:00:00 PM CET, -2.1
05-Feb-21 12:15:00 PM CET, -2.1
05-Feb-21 12:30:00 PM CET, -1.8
05-Feb-21 12:45:00 PM CET, -1.8
05-Feb-21 1:00:00 PM CET, -1.8
05-Feb-21 1:15:00 PM CET, -1.8
05-Feb-21 1:30:00 PM CET, -1.5
05-Feb-21 1:45:00 PM CET, -1.5
05-Feb-21 2:00:00 PM CET, -1.5
05-Feb-21 2:15:00 PM CET, -1.2
05-Feb-21 2:30:00 PM CET, -1.2
05-Feb-21 2:45:00 PM CET, -1.2
05-Feb-21 3:00:00 PM CET, -1.2
05-Feb-21 3:15:00 PM CET, -1.2
05-Feb-21 3:30:00 PM CET, -1.2
05-Feb-21 3:45:00 PM CET, -1.2
05-Feb-21 4:00:01 PM CET, -1.2
05-Feb-21 4:15:01 PM CET, -1.5
05-Feb-21 4:30:00 PM CET, -1.5
05-Feb-21 4:45:00 PM CET, -1.8
05-Feb-21 5:00:00 PM CET, -2.1
05-Feb-21 5:15:00 PM CET,6.8
05-Feb-21 5:30:00 PM CET,9.0
05-Feb-21 5:45:00 PM CET,10.2
05-Feb-21 6:00:00 PM CET,11.3
05-Feb-21 6:15:01 PM CET,12.2
05-Feb-21 6:30:00 PM CET,12.2
05-Feb-21 6:45:00 PM CET,12.8
05-Feb-21 7:00:00 PM CET,13.0
05-Feb-21 7:15:00 PM CET,13.9
05-Feb-21 7:30:01 PM CET,13.9
05-Feb-21 7:45:00 PM CET,14.2
05-Feb-21 8:00:00 PM CET,14.5
05-Feb-21 8:15:00 PM CET,14.5
05-Feb-21 8:30:00 PM CET,14.8
05-Feb-21 8:45:00 PM CET,15.1
05-Feb-21 9:00:01 PM CET,15.1
05-Feb-21 9:15:00 PM CET,15.1
05-Feb-21 9:30:00 PM CET,15.1
05-Feb-21 9:45:00 PM CET,15.3
05-Feb-21 10:00:00 PM CET,15.3
05-Feb-21 10:15:00 PM CET,15.6
05-Feb-21 10:30:00 PM CET,15.6
05-Feb-21 10:45:00 PM CET,15.6
05-Feb-21 11:00:00 PM CET,15.6
05-Feb-21 11:15:00 PM CET,15.6
05-Feb-21 11:30:00 PM CET,15.9
05-Feb-21 11:45:00 PM CET,15.9
06-Feb-21 12:00:01 AM CET,15.9
06-Feb-21 12:15:00 AM CET,15.9
06-Feb-21 12:30:00 AM CET,15.9
06-Feb-21 12:45:00 AM CET,15.9
06-Feb-21 1:00:00 AM CET,15.9
06-Feb-21 1:15:00 AM CET,15.9
06-Feb-21 1:30:00 AM CET,15.9
06-Feb-21 1:45:00 AM CET,15.9
06-Feb-21 2:00:00 AM CET,15.9
06-Feb-21 2:15:00 AM CET,15.9
06-Feb-21 2:30:00 AM CET,16.2
06-Feb-21 2:45:00 AM CET,16.2
06-Feb-21 3:00:00 AM CET,16.2
06-Feb-21 3:15:00 AM CET,16.2
06-Feb-21 3:30:00 AM CET,16.2
06-Feb-21 3:45:00 AM CET,16.2
06-Feb-21 4:00:00 AM CET,16.2
06-Feb-21 4:15:00 AM CET,16.2
06-Feb-21 4:30:00 AM CET,16.2
06-Feb-21 4:45:00 AM CET,16.2
06-Feb-21 5:00:00 AM CET,16.2
06-Feb-21 5:15:00 AM CET,16.5
06-Feb-21 5:30:00 AM CET,16.5
06-Feb-21 5:45:00 AM CET,16.5
06-Feb-21 6:00:00 AM CET,16.5
06-Feb-21 6:15:00 AM CET,16.5
06-Feb-21 6:30:00 AM CET,16.5
06-Feb-21 6:45:00 AM CET,16.2
06-Feb-21 7:00:00 AM CET,16.2
06-Feb-21 7:15:00 AM CET,16.2
06-Feb-21 7:30:00 AM CET,16.2
06-Feb-21 7:45:00 AM CET,16.2
06-Feb-21 8:00:00 AM CET,16.2
06-Feb-21 8:15:00 AM CET,16.2
06-Feb-21 8:30:00 AM CET,16.2
06-Feb-21 8:45:00 AM CET,16.2
06-Feb-21 9:00:00 AM CET,16.2
06-Feb-21 9:15:01 AM CET,16.2
06-Feb-21 9:30:00 AM CET,16.2
06-Feb-21 9:45:00 AM CET,16.2
06-Feb-21 10:00:00 AM CET,16.2
06-Feb-21 10:15:00 AM CET,16.2
06-Feb-21 10:30:00 AM CET,16.2
06-Feb-21 10:45:00 AM CET,16.2
06-Feb-21 11:00:00 AM CET,16.2
06-Feb-21 11:15:00 AM CET,16.2
06-Feb-21 11:30:00 AM CET,16.2
06-Feb-21 11:45:00 AM CET,16.2
06-Feb-21 12:00:00 PM CET,16.2
06-Feb-21 12:15:00 PM CET,16.2
06-Feb-21 12:30:00 PM CET,16.2
06-Feb-21 12:45:00 PM CET,16.2
06-Feb-21 1:00:00 PM CET,16.2
06-Feb-21 1:15:00 PM CET,16.2
06-Feb-21 1:30:00 PM CET,16.2
06-Feb-21 1:45:00 PM CET,16.2
06-Feb-21 2:00:00 PM CET,16.2
06-Feb-21 2:15:00 PM CET,16.2
06-Feb-21 2:30:01 PM CET,16.2
06-Feb-21 2:45:00 PM CET,16.2
06-Feb-21 3:00:00 PM CET,16.2
06-Feb-21 3:15:00 PM CET,16.2
06-Feb-21 3:30:00 PM CET,16.2
06-Feb-21 3:45:00 PM CET,16.5
06-Feb-21 4:00:00 PM CET,16.5
06-Feb-21 4:15:00 PM CET,16.5
06-Feb-21 4:30:00 PM CET,16.5
06-Feb-21 4:45:00 PM CET,16.5
06-Feb-21 5:00:01 PM CET,16.5
06-Feb-21 5:15:00 PM CET,16.5
06-Feb-21 5:30:00 PM CET,16.5
06-Feb-21 5:45:00 PM CET,16.5
06-Feb-21 6:00:00 PM CET,16.5
06-Feb-21 6:15:01 PM CET,16.5
06-Feb-21 6:30:00 PM CET, -1.5
06-Feb-21 6:45:00 PM CET, -2.4
06-Feb-21 7:00:00 PM CET,4.5
06-Feb-21 7:15:00 PM CET,9.3
06-Feb-21 7:30:00 PM CET,10.5
06-Feb-21 7:45:00 PM CET,10.8
06-Feb-21 8:00:00 PM CET,11.3
06-Feb-21 8:15:00 PM CET,11.9
06-Feb-21 8:30:01 PM CET,12.5
06-Feb-21 8:45:00 PM CET,13.0
06-Feb-21 9:00:00 PM CET,13.3
06-Feb-21 9:15:00 PM CET,13.3
06-Feb-21 9:30:00 PM CET,13.9
06-Feb-21 9:45:01 PM CET,13.9
06-Feb-21 10:00:00 PM CET,14.5
06-Feb-21 10:15:01 PM CET,14.5
06-Feb-21 10:30:00 PM CET,14.8
06-Feb-21 10:45:00 PM CET,14.8
06-Feb-21 11:00:00 PM CET,14.8
06-Feb-21 11:15:00 PM CET,14.8
06-Feb-21 11:30:00 PM CET,15.1
06-Feb-21 11:45:00 PM CET,15.3
07-Feb-21 12:00:00 AM CET,15.3
07-Feb-21 12:15:00 AM CET,15.3
07-Feb-21 12:30:00 AM CET,15.6
07-Feb-21 12:45:00 AM CET,15.6
07-Feb-21 1:00:00 AM CET,15.6
07-Feb-21 1:15:00 AM CET,15.9
07-Feb-21 1:30:00 AM CET,15.9
07-Feb-21 1:45:01 AM CET,15.9
07-Feb-21 2:00:00 AM CET,15.9
07-Feb-21 2:15:00 AM CET,15.9
07-Feb-21 2:30:01 AM CET,15.9
07-Feb-21 2:45:00 AM CET,15.9
07-Feb-21 3:00:00 AM CET,15.9
07-Feb-21 3:15:00 AM CET,15.9
07-Feb-21 3:30:00 AM CET,15.9
07-Feb-21 3:45:00 AM CET,15.9
07-Feb-21 4:00:00 AM CET,15.9
07-Feb-21 4:15:00 AM CET,15.9
07-Feb-21 4:30:00 AM CET,15.9
07-Feb-21 4:45:00 AM CET,15.9
07-Feb-21 5:00:00 AM CET,15.9
07-Feb-21 5:15:00 AM CET,16.2
07-Feb-21 5:30:00 AM CET,16.2
07-Feb-21 5:45:00 AM CET,16.2
07-Feb-21 6:00:00 AM CET,16.2
07-Feb-21 6:15:00 AM CET,16.2
07-Feb-21 6:30:00 AM CET,16.2
07-Feb-21 6:45:01 AM CET,16.2
07-Feb-21 7:00:01 AM CET,16.2
07-Feb-21 7:15:00 AM CET,16.2
07-Feb-21 7:30:00 AM CET,16.2
07-Feb-21 7:45:00 AM CET,16.2
07-Feb-21 8:00:00 AM CET,16.2
07-Feb-21 8:15:00 AM CET,16.2
07-Feb-21 8:30:00 AM CET,16.2
07-Feb-21 8:45:00 AM CET,16.2
07-Feb-21 9:00:00 AM CET,16.2
07-Feb-21 9:15:00 AM CET,16.2
07-Feb-21 9:30:00 AM CET,16.2
07-Feb-21 9:45:00 AM CET,16.2
07-Feb-21 10:00:00 AM CET,16.2
07-Feb-21 10:15:00 AM CET,16.2
07-Feb-21 10:30:00 AM CET,16.2
07-Feb-21 10:45:00 AM CET,16.2
07-Feb-21 11:00:00 AM CET,16.2
07-Feb-21 11:15:00 AM CET,16.2
07-Feb-21 11:30:01 AM CET,16.2
07-Feb-21 11:45:00 AM CET,16.2
07-Feb-21 12:00:00 PM CET,16.2
07-Feb-21 12:15:00 PM CET,16.2
07-Feb-21 12:30:00 PM CET,16.2
07-Feb-21 12:45:00 PM CET,16.2
07-Feb-21 1:00:00 PM CET,16.2
07-Feb-21 1:15:00 PM CET,16.2
07-Feb-21 1:30:00 PM CET,16.5
07-Feb-21 1:45:00 PM CET,16.5
07-Feb-21 2:00:00 PM CET,16.5
07-Feb-21 2:15:00 PM CET,16.5
07-Feb-21 2:30:00 PM CET,16.5
07-Feb-21 2:45:00 PM CET,16.5
07-Feb-21 3:00:01 PM CET,16.5
07-Feb-21 3:15:00 PM CET,16.5
07-Feb-21 3:30:00 PM CET,16.5
07-Feb-21 3:45:00 PM CET,16.5
07-Feb-21 4:00:00 PM CET,16.5
07-Feb-21 4:15:00 PM CET,16.5
07-Feb-21 4:30:00 PM CET,16.5
07-Feb-21 4:45:00 PM CET,16.5
07-Feb-21 5:00:00 PM CET,16.5
07-Feb-21 5:15:00 PM CET,16.5
07-Feb-21 5:30:01 PM CET,16.5
07-Feb-21 5:45:00 PM CET,16.5
07-Feb-21 6:00:00 PM CET,16.5
07-Feb-21 6:15:00 PM CET,16.5
07-Feb-21 6:30:00 PM CET,16.5
07-Feb-21 6:45:00 PM CET,16.5
07-Feb-21 7:00:00 PM CET,16.5
07-Feb-21 7:15:00 PM CET,16.5
07-Feb-21 7:30:00 PM CET,16.5
07-Feb-21 7:45:00 PM CET,16.5
07-Feb-21 8:00:00 PM CET,16.5
07-Feb-21 8:15:01 PM CET,16.5
07-Feb-21 8:30:00 PM CET,16.5
07-Feb-21 8:45:00 PM CET,16.5
07-Feb-21 9:00:00 PM CET,16.5
07-Feb-21 9:15:00 PM CET,16.5
07-Feb-21 9:30:00 PM CET,16.5
07-Feb-21 9:45:00 PM CET,16.5
07-Feb-21 10:00:00 PM CET,16.5
07-Feb-21 10:15:00 PM CET,16.5
07-Feb-21 10:30:00 PM CET,16.5
07-Feb-21 10:45:00 PM CET,16.5
07-Feb-21 11:00:00 PM CET,16.5
07-Feb-21 11:15:00 PM CET,16.5
07-Feb-21 11:30:00 PM CET,16.5
07-Feb-21 11:45:00 PM CET,16.5
08-Feb-21 12:00:01 AM CET,16.5
08-Feb-21 12:15:00 AM CET,16.5
08-Feb-21 12:30:00 AM CET,16.5
08-Feb-21 12:45:00 AM CET,16.5
08-Feb-21 1:00:00 AM CET,16.5
08-Feb-21 1:15:00 AM CET,16.5
08-Feb-21 1:30:00 AM CET,16.5
08-Feb-21 1:45:00 AM CET,16.5
08-Feb-21 2:00:00 AM CET,16.5
08-Feb-21 2:15:00 AM CET,16.5
08-Feb-21 2:30:00 AM CET,16.5
08-Feb-21 2:45:00 AM CET,16.5
08-Feb-21 3:00:01 AM CET,16.5
08-Feb-21 3:15:00 AM CET,16.5
08-Feb-21 3:30:00 AM CET,16.5
08-Feb-21 3:45:01 AM CET,16.5
08-Feb-21 4:00:00 AM CET,16.5
08-Feb-21 4:15:00 AM CET,16.5
08-Feb-21 4:30:00 AM CET, -3.1
08-Feb-21 4:45:00 AM CET, -3.7
08-Feb-21 5:00:00 AM CET, -3.4
08-Feb-21 5:15:00 AM CET, -3.7
08-Feb-21 5:30:00 AM CET, -4.0
08-Feb-21 5:45:00 AM CET, -4.0
08-Feb-21 6:00:00 AM CET, -4.2
08-Feb-21 6:15:00 AM CET, -4.0
08-Feb-21 6:30:00 AM CET, -4.0
08-Feb-21 6:45:00 AM CET, -4.0
08-Feb-21 7:00:00 AM CET, -4.5
08-Feb-21 7:15:00 AM CET, -4.5
08-Feb-21 7:30:00 AM CET, -5.4
08-Feb-21 7:45:00 AM CET, -5.1
08-Feb-21 8:00:00 AM CET, -4.6
08-Feb-21 8:15:01 AM CET, -5.7
08-Feb-21 8:30:00 AM CET, -5.4
08-Feb-21 8:45:00 AM CET, -4.3
08-Feb-21 9:00:00 AM CET, -3.5
08-Feb-21 9:15:00 AM CET, -3.1
08-Feb-21 9:30:00 AM CET, -2.8
08-Feb-21 9:45:00 AM CET, -2.6
08-Feb-21 10:00:01 AM CET, -2.3
08-Feb-21 10:15:00 AM CET, -2.0
08-Feb-21 10:30:00 AM CET, -2.0
08-Feb-21 10:45:00 AM CET, -1.7
08-Feb-21 11:00:00 AM CET, -1.7
08-Feb-21 11:15:00 AM CET, -1.4
08-Feb-21 11:30:00 AM CET, -1.2
08-Feb-21 11:45:00 AM CET, -1.2
08-Feb-21 12:00:00 PM CET, -0.9
08-Feb-21 12:15:00 PM CET, -0.9
08-Feb-21 12:30:00 PM CET, -0.6
08-Feb-21 12:45:00 PM CET, -0.6
08-Feb-21 1:00:00 PM CET, -0.6
08-Feb-21 1:15:00 PM CET, -0.3
08-Feb-21 1:30:00 PM CET,0.0
08-Feb-21 1:45:00 PM CET,0.0
08-Feb-21 2:00:00 PM CET,0.0
08-Feb-21 2:15:00 PM CET,0.0
08-Feb-21 2:30:00 PM CET,0.0
08-Feb-21 2:45:00 PM CET,0.0
08-Feb-21 3:00:00 PM CET,0.0
08-Feb-21 3:15:00 PM CET,0.0
08-Feb-21 3:30:00 PM CET,0.0
08-Feb-21 3:45:00 PM CET,0.0
08-Feb-21 4:00:00 PM CET,0.0
08-Feb-21 4:15:00 PM CET, -0.3
08-Feb-21 4:30:00 PM CET, -0.3
08-Feb-21 4:45:00 PM CET, -0.3
08-Feb-21 5:00:00 PM CET, -0.6
08-Feb-21 5:15:01 PM CET, -0.9
08-Feb-21 5:30:00 PM CET, -0.9
08-Feb-21 5:45:00 PM CET,3.4
08-Feb-21 6:00:00 PM CET,8.8
08-Feb-21 6:15:00 PM CET,11.1
08-Feb-21 6:30:00 PM CET,11.7
08-Feb-21 6:45:00 PM CET,12.3
08-Feb-21 7:00:01 PM CET,12.0
08-Feb-21 7:15:00 PM CET,12.5
08-Feb-21 7:30:00 PM CET,13.1
08-Feb-21 7:45:00 PM CET,13.7
08-Feb-21 8:00:00 PM CET,14.0
08-Feb-21 8:15:00 PM CET,14.0
08-Feb-21 8:30:00 PM CET,14.3
08-Feb-21 8:45:00 PM CET,14.6
08-Feb-21 9:00:00 PM CET,14.9
08-Feb-21 9:15:00 PM CET,15.1
08-Feb-21 9:30:00 PM CET,15.1
08-Feb-21 9:45:00 PM CET,15.4
08-Feb-21 10:00:00 PM CET,15.4
08-Feb-21 10:15:00 PM CET,15.4
08-Feb-21 10:30:00 PM CET,15.4
08-Feb-21 10:45:00 PM CET,15.7
08-Feb-21 11:00:01 PM CET,15.7
08-Feb-21 11:15:00 PM CET,15.7
08-Feb-21 11:30:00 PM CET,15.7
08-Feb-21 11:45:00 PM CET,15.7
09-Feb-21 12:00:00 AM CET,16.0
09-Feb-21 12:15:01 AM CET,16.0
09-Feb-21 12:30:00 AM CET,16.0
09-Feb-21 12:45:00 AM CET,16.0
09-Feb-21 1:00:00 AM CET,16.0
09-Feb-21 1:15:00 AM CET,16.0
09-Feb-21 1:30:00 AM CET,16.0
09-Feb-21 1:45:00 AM CET,16.0
09-Feb-21 2:00:00 AM CET,16.0
09-Feb-21 2:15:01 AM CET,16.0
09-Feb-21 2:30:00 AM CET,16.0
09-Feb-21 2:45:00 AM CET,16.0
09-Feb-21 3:00:00 AM CET,16.0
09-Feb-21 3:15:00 AM CET,16.3
09-Feb-21 3:30:00 AM CET,16.3
09-Feb-21 3:45:00 AM CET,16.3
09-Feb-21 4:00:00 AM CET,16.3
09-Feb-21 4:15:00 AM CET,16.3
09-Feb-21 4:30:00 AM CET,16.3
09-Feb-21 4:45:00 AM CET,16.3
09-Feb-21 5:00:01 AM CET,16.3
09-Feb-21 5:15:00 AM CET,16.3
09-Feb-21 5:30:00 AM CET,16.3
09-Feb-21 5:45:00 AM CET,16.3
09-Feb-21 6:00:00 AM CET,16.3
09-Feb-21 6:15:01 AM CET,16.3
09-Feb-21 6:30:00 AM CET, -2.1
09-Feb-21 6:45:00 AM CET, -2.4
09-Feb-21 7:00:00 AM CET, -2.7
09-Feb-21 7:15:00 AM CET, -3.0
09-Feb-21 7:30:00 AM CET, -3.0
09-Feb-21 7:45:00 AM CET, -3.0
09-Feb-21 8:00:01 AM CET, -3.0
09-Feb-21 8:15:00 AM CET, -3.0
09-Feb-21 8:30:00 AM CET, -3.3
09-Feb-21 8:45:00 AM CET, -3.0
09-Feb-21 9:00:01 AM CET, -3.0
09-Feb-21 9:15:00 AM CET, -3.0
09-Feb-21 9:30:00 AM CET, -3.0
09-Feb-21 9:45:00 AM CET, -2.8
09-Feb-21 10:00:00 AM CET, -2.8
09-Feb-21 10:15:00 AM CET, -2.5
09-Feb-21 10:30:00 AM CET, -2.5
09-Feb-21 10:45:00 AM CET, -2.2
09-Feb-21 11:00:00 AM CET, -2.2
09-Feb-21 11:15:00 AM CET, -2.2
09-Feb-21 11:30:00 AM CET, -2.2
09-Feb-21 11:45:00 AM CET, -1.9
09-Feb-21 12:00:00 PM CET, -1.9
09-Feb-21 12:15:00 PM CET, -1.6
09-Feb-21 12:30:00 PM CET, -1.6
09-Feb-21 12:45:01 PM CET, -1.6
09-Feb-21 1:00:00 PM CET, -1.6
09-Feb-21 1:15:00 PM CET, -1.6
09-Feb-21 1:30:00 PM CET, -1.4
09-Feb-21 1:45:00 PM CET, -1.4
09-Feb-21 2:00:00 PM CET, -1.4
09-Feb-21 2:15:01 PM CET, -1.4
09-Feb-21 2:30:00 PM CET, -1.4
09-Feb-21 2:45:00 PM CET, -1.4
09-Feb-21 3:00:00 PM CET, -1.4
09-Feb-21 3:15:00 PM CET, -1.4
09-Feb-21 3:30:00 PM CET, -1.4
09-Feb-21 3:45:00 PM CET, -1.4
09-Feb-21 4:00:00 PM CET, -1.4
09-Feb-21 4:15:00 PM CET, -1.4
09-Feb-21 4:30:00 PM CET, -1.6
09-Feb-21 4:45:00 PM CET, -1.9
09-Feb-21 5:00:00 PM CET, -1.9
09-Feb-21 5:15:00 PM CET, -2.2
09-Feb-21 5:30:00 PM CET, -2.5
09-Feb-21 5:45:00 PM CET, -2.8
09-Feb-21 6:00:00 PM CET, -3.0
09-Feb-21 6:15:01 PM CET, -3.0
09-Feb-21 6:30:00 PM CET, -3.3
09-Feb-21 6:45:00 PM CET, -3.3
09-Feb-21 7:00:00 PM CET,8.1
09-Feb-21 7:15:00 PM CET,8.9
09-Feb-21 7:30:00 PM CET,9.8
09-Feb-21 7:45:00 PM CET,10.9
09-Feb-21 8:00:00 PM CET,11.2
09-Feb-21 8:15:00 PM CET,11.8
09-Feb-21 8:30:01 PM CET,12.4
09-Feb-21 8:45:00 PM CET,12.7
09-Feb-21 9:00:00 PM CET,13.0
09-Feb-21 9:15:00 PM CET,13.2
09-Feb-21 9:30:00 PM CET,13.8
09-Feb-21 9:45:00 PM CET,13.8
09-Feb-21 10:00:00 PM CET,14.1
09-Feb-21 10:15:00 PM CET,14.4
09-Feb-21 10:30:00 PM CET,14.4
09-Feb-21 10:45:00 PM CET,14.7
09-Feb-21 11:00:00 PM CET,14.9
09-Feb-21 11:15:01 PM CET,14.9
09-Feb-21 11:30:00 PM CET,14.9
09-Feb-21 11:45:01 PM CET,15.2
10-Feb-21 12:00:00 AM CET,15.2
10-Feb-21 12:15:00 AM CET,15.2
10-Feb-21 12:30:01 AM CET,15.5
10-Feb-21 12:45:00 AM CET,15.5
10-Feb-21 1:00:00 AM CET,15.5
10-Feb-21 1:15:01 AM CET,15.5
10-Feb-21 1:30:00 AM CET,15.8
10-Feb-21 1:45:00 AM CET,15.8
10-Feb-21 2:00:00 AM CET,15.8
10-Feb-21 2:15:01 AM CET,15.8
10-Feb-21 2:30:00 AM CET,15.8
10-Feb-21 2:45:00 AM CET,15.8
10-Feb-21 3:00:00 AM CET,15.8
10-Feb-21 3:15:00 AM CET,16.1
10-Feb-21 3:30:00 AM CET,16.1
10-Feb-21 3:45:00 AM CET,16.1
10-Feb-21 4:00:00 AM CET,16.1
10-Feb-21 4:15:00 AM CET,16.1
10-Feb-21 4:30:00 AM CET,16.1
10-Feb-21 4:45:00 AM CET,16.1
10-Feb-21 5:00:00 AM CET,16.1
10-Feb-21 5:15:00 AM CET,16.1
10-Feb-21 5:30:00 AM CET,16.1
10-Feb-21 5:45:00 AM CET,16.1
10-Feb-21 6:00:00 AM CET,16.1
10-Feb-21 6:15:01 AM CET,16.1
10-Feb-21 6:30:00 AM CET,5.9
10-Feb-21 6:45:00 AM CET, -6.1
10-Feb-21 7:00:00 AM CET, -6.3
10-Feb-21 7:15:00 AM CET, -6.6
10-Feb-21 7:30:00 AM CET, -6.9
10-Feb-21 7:45:00 AM CET, -6.6
10-Feb-21 8:00:00 AM CET, -6.6
10-Feb-21 8:15:00 AM CET, -6.9
10-Feb-21 8:30:00 AM CET, -6.3
10-Feb-21 8:45:00 AM CET, -6.1
10-Feb-21 9:00:00 AM CET, -6.3
10-Feb-21 9:15:00 AM CET, -6.3
10-Feb-21 9:30:00 AM CET, -5.8
10-Feb-21 9:45:00 AM CET, -6.1
10-Feb-21 10:00:00 AM CET, -4.9
10-Feb-21 10:15:00 AM CET, -4.4
10-Feb-21 10:30:00 AM CET, -4.1
10-Feb-21 10:45:00 AM CET, -3.8
10-Feb-21 11:00:00 AM CET, -3.5
10-Feb-21 11:15:00 AM CET, -3.0
10-Feb-21 11:30:00 AM CET, -3.0
10-Feb-21 11:45:00 AM CET, -2.7
10-Feb-21 12:00:00 PM CET, -2.4
10-Feb-21 12:15:00 PM CET, -2.4
10-Feb-21 12:30:01 PM CET, -2.1
10-Feb-21 12:45:00 PM CET, -1.8
10-Feb-21 1:00:00 PM CET, -1.8
10-Feb-21 1:15:00 PM CET, -1.8
10-Feb-21 1:30:01 PM CET, -1.5
10-Feb-21 1:45:00 PM CET, -1.5
10-Feb-21 2:00:00 PM CET, -0.9
10-Feb-21 2:15:00 PM CET, -0.9
